Store,Year,Promo,Sales,Quarter,Customers,Open,PromoFrequencyRatio,YearQuarter,prev1Quarter,prevQuarterChange
925,2015,35,524710,2,92448,72,0.4861111111111111,10,40267.0,99930.0
925,2014,35,471742,2,89198,66,0.5303030303030303,6,-21475.0,51776.0
925,2013,35,436610,2,77079,73,0.4794520547945205,2,17462.0,17462.0
925,2015,13,197255,3,35915,27,0.4814814814814815,11,-327455.0,-367722.0
925,2014,36,519719,3,95366,77,0.4675324675324675,7,47977.0,69452.0
925,2013,35,490046,3,88200,79,0.4430379746835443,3,53436.0,35974.0
925,2015,0,0,4,0,0,,12,-197255.0,130200.0
925,2014,38,544106,4,93621,75,0.5066666666666667,8,24387.0,-23590.0
925,2013,30,566468,4,99075,75,0.4,4,76422.0,22986.0
926,2015,37,568969,1,41661,76,0.4868421052631579,9,-17444.0,-45408.0
926,2014,31,546079,1,41027,76,0.4078947368421053,5,733.0,-29592.0
926,2013,35,509466,1,39086,75,0.4666666666666667,1,0.0,0.0
926,2015,35,577125,2,42001,72,0.4861111111111111,10,8156.0,25600.0
926,2014,35,556994,2,41119,72,0.4861111111111111,6,10915.0,10182.0
926,2013,35,505107,2,38414,73,0.4794520547945205,2,-4359.0,-4359.0
926,2015,13,187029,3,13686,27,0.4814814814814815,11,-390096.0,-398252.0
926,2014,36,558449,3,41972,79,0.4556962025316456,7,1455.0,-9460.0
926,2013,35,515021,3,39068,79,0.4430379746835443,3,9914.0,14273.0
926,2015,0,0,4,0,0,,12,-187029.0,203067.0
926,2014,38,586413,4,43549,75,0.5066666666666667,8,27964.0,26509.0
926,2013,30,545346,4,41126,75,0.4,4,30325.0,20411.0
927,2015,37,488896,1,64083,76,0.4868421052631579,9,-36362.0,-73302.0
927,2014,31,470466,1,63272,76,0.4078947368421053,5,-82171.0,-156839.0
927,2013,35,451286,1,61639,74,0.472972972972973,1,0.0,0.0
927,2015,35,505105,2,64648,72,0.4861111111111111,10,16209.0,52571.0
927,2014,35,482028,2,63817,72,0.4861111111111111,6,11562.0,93733.0
927,2013,35,449480,2,61789,73,0.4794520547945205,2,-1806.0,-1806.0
927,2015,13,167945,3,21522,27,0.4814814814814815,11,-337160.0,-353369.0
927,2014,36,488318,3,65532,79,0.4556962025316456,7,6290.0,-5272.0
927,2013,35,477969,3,63589,73,0.4794520547945205,3,28489.0,30295.0
927,2015,0,0,4,0,0,,12,-167945.0,169215.0
927,2014,38,525258,4,69087,75,0.5066666666666667,8,36940.0,30650.0
927,2013,30,552637,4,73748,75,0.4,4,74668.0,46179.0
928,2015,37,623672,1,52434,76,0.4868421052631579,9,-30692.0,-68938.0
928,2014,31,601538,1,52194,76,0.4078947368421053,5,-3413.0,-22638.0
928,2013,35,572324,1,51705,75,0.4666666666666667,1,0.0,0.0
928,2015,35,617791,2,50976,72,0.4861111111111111,10,-5881.0,24811.0
928,2014,35,614961,2,52437,72,0.4861111111111111,6,13423.0,16836.0
928,2013,35,540930,2,49720,73,0.4794520547945205,2,-31394.0,-31394.0
928,2015,13,211063,3,17202,27,0.4814814814814815,11,-406728.0,-400847.0
928,2014,36,616118,3,52882,79,0.4556962025316456,7,1157.0,-12266.0
928,2013,35,585726,3,52349,79,0.4430379746835443,3,44796.0,76190.0
928,2015,0,0,4,0,0,,12,-211063.0,195665.0
928,2014,38,654364,4,54658,75,0.5066666666666667,8,38246.0,37089.0
928,2013,30,604951,4,52988,75,0.4,4,19225.0,-25571.0
929,2015,37,430799,1,52044,76,0.4868421052631579,9,-47586.0,-79112.0
929,2014,31,423530,1,52961,76,0.4078947368421053,5,-43695.0,-62986.0
929,2013,35,417624,1,52491,75,0.4666666666666667,1,0.0,0.0
929,2015,35,444291,2,52804,73,0.4794520547945205,10,13492.0,61078.0
929,2014,35,431862,2,53170,73,0.4794520547945205,6,8332.0,52027.0
929,2013,35,408504,2,52499,74,0.472972972972973,2,-9120.0,-9120.0
929,2015,13,162218,3,18711,27,0.4814814814814815,11,-282073.0,-295565.0
929,2014,36,446859,3,55122,79,0.4556962025316456,7,14997.0,6665.0
929,2013,35,447934,3,56173,79,0.4430379746835443,3,39430.0,48550.0
929,2015,0,0,4,0,0,,12,-162218.0,119855.0
929,2014,38,478385,4,55493,76,0.5,8,31526.0,16529.0
929,2013,30,467225,4,56080,76,0.3947368421052632,4,19291.0,-20139.0
930,2015,37,495745,1,81752,76,0.4868421052631579,9,-73819.0,-108740.0
930,2014,31,498257,1,84197,76,0.4078947368421053,5,-63302.0,-8899.0
930,2013,35,527697,1,84512,75,0.4666666666666667,1,0.0,0.0
930,2015,35,524731,2,85037,72,0.4861111111111111,10,28986.0,102805.0
930,2014,35,526878,2,86941,72,0.4861111111111111,6,28621.0,91923.0
930,2013,35,535049,2,88041,73,0.4794520547945205,2,7352.0,7352.0
930,2015,13,179888,3,28201,27,0.4814814814814815,11,-344843.0,-373829.0
930,2014,36,534643,3,87669,79,0.4556962025316456,7,7765.0,-20856.0
930,2013,35,615962,3,101724,79,0.4430379746835443,3,80913.0,73561.0
930,2015,0,0,4,0,0,,12,-179888.0,164955.0
930,2014,38,569564,4,91889,75,0.5066666666666667,8,34921.0,27156.0
930,2013,30,561559,4,92013,75,0.4,4,-54403.0,-135316.0
931,2015,37,242592,1,27255,77,0.4805194805194805,9,-43550.0,65562.0
931,2014,31,233975,1,27717,76,0.4078947368421053,5,-43966.0,64767.0
931,2013,35,240477,1,28076,77,0.4545454545454545,1,0.0,0.0
931,2015,35,320264,2,39136,89,0.39325842696629215,10,77672.0,121222.0
931,2014,35,314516,2,39463,89,0.39325842696629215,6,80541.0,124507.0
931,2013,35,292621,2,38209,90,0.3888888888888889,2,52144.0,52144.0
931,2015,13,149778,3,18886,31,0.41935483870967744,11,-170486.0,-248158.0
931,2014,36,395254,3,51984,92,0.39130434782608703,7,80738.0,197.0
931,2013,35,386674,3,52953,92,0.3804347826086957,3,94053.0,41909.0
931,2015,0,0,4,0,0,,12,-149778.0,20708.0
931,2014,38,286142,4,31466,81,0.4691358024691358,8,-109112.0,-189850.0
931,2013,30,277941,4,31344,81,0.3703703703703704,4,-108733.0,-202786.0
932,2015,37,556255,1,53704,75,0.4933333333333334,9,556255.0,556255.0
932,2014,31,530672,1,54173,75,0.4133333333333333,5,-64073.0,-90943.0
932,2013,35,542460,1,54108,75,0.4666666666666667,1,0.0,0.0
932,2015,35,548591,2,52837,72,0.4861111111111111,10,-7664.0,-563919.0
932,2014,35,533192,2,52809,72,0.4861111111111111,6,2520.0,66593.0
932,2013,35,532516,2,53071,73,0.4794520547945205,2,-9944.0,-9944.0
932,2015,13,200909,3,19427,27,0.4814814814814815,11,-347682.0,-340018.0
932,2014,0,0,3,0,0,,7,-533192.0,-535712.0
932,2013,35,567875,3,56741,79,0.4430379746835443,3,35359.0,45303.0
932,2015,0,0,4,0,0,,12,-200909.0,146773.0
932,2014,0,0,4,0,0,,8,0.0,533192.0
932,2013,30,594745,4,58585,75,0.4,4,26870.0,-8489.0
933,2015,37,556247,1,67110,76,0.4868421052631579,9,-70496.0,-152774.0
933,2014,31,516312,1,66000,76,0.4078947368421053,5,-97640.0,-162134.0
933,2013,35,523131,1,66785,75,0.4666666666666667,1,0.0,0.0
933,2015,35,557132,2,65688,73,0.4794520547945205,10,885.0,71381.0
933,2014,35,532387,2,66866,73,0.4794520547945205,6,16075.0,113715.0
933,2013,35,497017,2,65084,74,0.472972972972973,2,-26114.0,-26114.0
933,2015,13,201710,3,23323,27,0.4814814814814815,11,-355422.0,-356307.0
933,2014,36,544465,3,68210,79,0.4556962025316456,7,12078.0,-3997.0
933,2013,35,549458,3,70778,79,0.4430379746835443,3,52441.0,78555.0
933,2015,0,0,4,0,0,,12,-201710.0,153712.0
933,2014,38,626743,4,72595,74,0.5135135135135135,8,82278.0,70200.0
933,2013,30,613952,4,73689,74,0.40540540540540543,4,64494.0,12053.0
934,2015,37,506515,1,50188,76,0.4868421052631579,9,-47707.0,-81178.0
934,2014,31,493897,1,51068,76,0.4078947368421053,5,-31119.0,-43362.0
934,2013,35,487879,1,50208,75,0.4666666666666667,1,0.0,0.0
934,2015,35,510145,2,49432,72,0.4861111111111111,10,3630.0,51337.0
934,2014,35,501774,2,50028,72,0.4861111111111111,6,7877.0,38996.0
934,2013,35,480012,2,49551,73,0.4794520547945205,2,-7867.0,-7867.0
934,2015,13,175876,3,16814,27,0.4814814814814815,11,-334269.0,-337899.0
934,2014,36,520751,3,52242,79,0.4556962025316456,7,18977.0,11100.0
934,2013,35,512773,3,52551,79,0.4430379746835443,3,32761.0,40628.0
934,2015,0,0,4,0,0,,12,-175876.0,158393.0
934,2014,38,554222,4,54012,75,0.5066666666666667,8,33471.0,14494.0
934,2013,30,525016,4,53323,75,0.4,4,12243.0,-20518.0
935,2015,37,421932,1,44503,76,0.4868421052631579,9,-70061.0,-112667.0
935,2014,31,394847,1,43409,76,0.4078947368421053,5,-71161.0,-109064.0
935,2013,35,394989,1,43490,75,0.4666666666666667,1,0.0,0.0
935,2015,35,425708,2,43953,73,0.4794520547945205,10,3776.0,73837.0
935,2014,35,410605,2,44263,73,0.4794520547945205,6,15758.0,86919.0
935,2013,35,382714,2,42958,74,0.472972972972973,2,-12275.0,-12275.0
935,2015,13,163865,3,16204,27,0.4814814814814815,11,-261843.0,-265619.0
935,2014,36,449387,3,47398,79,0.4556962025316456,7,38782.0,23024.0
935,2013,35,428105,3,47116,79,0.4430379746835443,3,45391.0,57666.0
935,2015,0,0,4,0,0,,12,-163865.0,97978.0
935,2014,38,491993,4,48948,76,0.5,8,42606.0,3824.0
935,2013,30,466008,4,48492,76,0.3947368421052632,4,37903.0,-7488.0
936,2015,37,509792,1,64550,76,0.4868421052631579,9,-36676.0,-77443.0
936,2014,31,511791,1,65578,76,0.4078947368421053,5,-35066.0,-51282.0
936,2013,35,594550,1,74232,75,0.4666666666666667,1,0.0,0.0
936,2015,35,512988,2,63201,72,0.4861111111111111,10,3196.0,39872.0
936,2014,35,506604,2,63565,72,0.4861111111111111,6,-5187.0,29879.0
936,2013,35,557842,2,70843,73,0.4794520547945205,2,-36708.0,-36708.0
936,2015,13,173612,3,21402,27,0.4814814814814815,11,-339376.0,-342572.0
936,2014,36,505701,3,64661,79,0.4556962025316456,7,-903.0,4284.0
936,2013,35,530641,3,68921,79,0.4430379746835443,3,-27201.0,9507.0
936,2015,0,0,4,0,0,,12,-173612.0,165764.0
936,2014,38,546468,4,68438,75,0.5066666666666667,8,40767.0,41670.0
936,2013,30,546857,4,68999,75,0.4,4,16216.0,43417.0
937,2015,37,569893,1,44809,76,0.4868421052631579,9,-2820.0,-29691.0
937,2014,31,506685,1,42519,76,0.4078947368421053,5,-17314.0,21558.0
937,2013,35,498922,1,42624,75,0.4666666666666667,1,0.0,0.0
937,2015,35,590059,2,45418,72,0.4861111111111111,10,20166.0,22986.0
937,2014,35,545547,2,44153,72,0.4861111111111111,6,38862.0,56176.0
937,2013,35,528220,2,44146,73,0.4794520547945205,2,29298.0,29298.0
937,2015,13,204144,3,15867,27,0.4814814814814815,11,-385915.0,-406081.0
937,2014,36,545842,3,44399,79,0.4556962025316456,7,295.0,-38567.0
937,2013,35,562871,3,45292,79,0.4430379746835443,3,34651.0,5353.0
937,2015,0,0,4,0,0,,12,-204144.0,181771.0
937,2014,38,572713,4,44999,76,0.5,8,26871.0,26576.0
937,2013,30,523999,4,43039,76,0.3947368421052632,4,-38872.0,-73523.0
938,2015,37,692546,1,71308,76,0.4868421052631579,9,-67012.0,-109076.0
938,2014,31,693783,1,72004,76,0.4078947368421053,5,-67716.0,-113358.0
938,2013,35,665766,1,69632,75,0.4666666666666667,1,0.0,0.0
938,2015,35,715264,2,71643,73,0.4794520547945205,10,22718.0,89730.0
938,2014,35,697589,2,71260,73,0.4794520547945205,6,3806.0,71522.0
938,2013,35,694135,2,71322,74,0.472972972972973,2,28369.0,28369.0
938,2015,13,262471,3,25861,27,0.4814814814814815,11,-452793.0,-475511.0
938,2014,36,717494,3,74186,79,0.4556962025316456,7,19905.0,16099.0
938,2013,35,715857,3,74272,79,0.4430379746835443,3,21722.0,-6647.0
938,2015,0,0,4,0,0,,12,-262471.0,190322.0
938,2014,38,759558,4,77155,76,0.5,8,42064.0,22159.0
938,2013,30,761499,4,76904,76,0.3947368421052632,4,45642.0,23920.0
939,2015,37,448479,1,43439,76,0.4868421052631579,9,-37708.0,-70168.0
939,2014,31,430306,1,42180,76,0.4078947368421053,5,-39243.0,-51997.0
939,2013,35,424972,1,42238,75,0.4666666666666667,1,0.0,0.0
939,2015,35,449980,2,42296,72,0.4861111111111111,10,1501.0,39209.0
939,2014,35,454791,2,43404,72,0.4861111111111111,6,24485.0,63728.0
939,2013,35,425461,2,42041,73,0.4794520547945205,2,489.0,489.0
939,2015,13,156498,3,14659,27,0.4814814814814815,11,-293482.0,-294983.0
939,2014,36,453727,3,43854,79,0.4556962025316456,7,-1064.0,-25549.0
939,2013,35,456795,3,43400,79,0.4430379746835443,3,31334.0,30845.0
939,2015,0,0,4,0,0,,12,-156498.0,136984.0
939,2014,38,486187,4,46088,75,0.5066666666666667,8,32460.0,33524.0
939,2013,30,469549,4,45502,75,0.4,4,12754.0,-18580.0
940,2015,37,561459,1,56992,76,0.4868421052631579,9,-58657.0,-117839.0
940,2014,31,510727,1,54039,76,0.4078947368421053,5,-56702.0,-47010.0
940,2013,35,476656,1,50513,75,0.4666666666666667,1,0.0,0.0
940,2015,35,573177,2,56974,73,0.4794520547945205,10,11718.0,70375.0
940,2014,35,543295,2,55610,73,0.4794520547945205,6,32568.0,89270.0
940,2013,35,458039,2,49489,74,0.472972972972973,2,-18617.0,-18617.0
940,2015,13,208069,3,19882,27,0.4814814814814815,11,-365108.0,-376826.0
940,2014,36,560934,3,57944,79,0.4556962025316456,7,17639.0,-14929.0
940,2013,35,577121,3,59194,79,0.4430379746835443,3,119082.0,137699.0
940,2015,0,0,4,0,0,,12,-208069.0,157039.0
940,2014,38,620116,4,61324,74,0.5135135135135135,8,59182.0,41543.0
940,2013,30,567429,4,57593,74,0.40540540540540543,4,-9692.0,-128774.0
941,2015,37,397348,1,41835,75,0.4933333333333334,9,397348.0,397348.0
941,2014,31,365754,1,40611,75,0.4133333333333333,5,-23505.0,-34937.0
941,2013,35,349801,1,40583,75,0.4666666666666667,1,0.0,0.0
941,2015,35,394045,2,40782,72,0.4861111111111111,10,-3303.0,-400651.0
941,2014,35,371476,2,40679,72,0.4861111111111111,6,5722.0,29227.0
941,2013,35,341199,2,39938,73,0.4794520547945205,2,-8602.0,-8602.0
941,2015,13,142348,3,14842,27,0.4814814814814815,11,-251697.0,-248394.0
941,2014,0,0,3,0,0,,7,-371476.0,-377198.0
941,2013,35,377827,3,42422,78,0.4487179487179487,3,36628.0,45230.0
941,2015,0,0,4,0,0,,12,-142348.0,109349.0
941,2014,0,0,4,0,0,,8,0.0,371476.0
941,2013,30,389259,4,42955,75,0.4,4,11432.0,-25196.0
942,2015,37,475433,1,35446,76,0.4868421052631579,9,-20898.0,-49416.0
942,2014,31,435254,1,33953,76,0.4078947368421053,5,-29194.0,-60466.0
942,2013,35,424181,1,33647,75,0.4666666666666667,1,0.0,0.0
942,2015,35,481979,2,36111,72,0.4861111111111111,10,6546.0,27444.0
942,2014,35,458441,2,35886,72,0.4861111111111111,6,23187.0,52381.0
942,2013,35,421098,2,33751,73,0.4794520547945205,2,-3083.0,-3083.0
942,2015,13,173429,3,12962,27,0.4814814814814815,11,-308550.0,-315096.0
942,2014,36,467813,3,36707,79,0.4556962025316456,7,9372.0,-13815.0
942,2013,35,433176,3,34551,79,0.4430379746835443,3,12078.0,15161.0
942,2015,0,0,4,0,0,,12,-173429.0,135121.0
942,2014,38,496331,4,38063,76,0.5,8,28518.0,19146.0
942,2013,30,464448,4,36319,76,0.3947368421052632,4,31272.0,19194.0
943,2015,37,524668,1,45009,76,0.4868421052631579,9,-52786.0,-78950.0
943,2014,31,493164,1,44184,76,0.4078947368421053,5,-58812.0,-96856.0
943,2013,35,487749,1,43098,75,0.4666666666666667,1,0.0,0.0
943,2015,35,540631,2,45792,72,0.4861111111111111,10,15963.0,68749.0
943,2014,35,515626,2,45344,72,0.4861111111111111,6,22462.0,81274.0
943,2013,35,478337,2,43271,73,0.4794520547945205,2,-9412.0,-9412.0
943,2015,13,194167,3,16067,27,0.4814814814814815,11,-346464.0,-362427.0
943,2014,36,551290,3,47795,79,0.4556962025316456,7,35664.0,13202.0
943,2013,35,513932,3,46134,79,0.4430379746835443,3,35595.0,45007.0
943,2015,0,0,4,0,0,,12,-194167.0,152297.0
943,2014,38,577454,4,48145,75,0.5066666666666667,8,26164.0,-9500.0
943,2013,30,551976,4,47098,75,0.4,4,38044.0,2449.0
944,2015,37,548722,1,85949,76,0.4868421052631579,9,-159339.0,-294612.0
944,2014,31,557522,1,89151,76,0.4078947368421053,5,-173067.0,-294861.0
944,2013,35,595949,1,94912,75,0.4666666666666667,1,0.0,0.0
944,2015,35,550140,2,84926,73,0.4794520547945205,10,1418.0,160757.0
944,2014,35,570484,2,88753,73,0.4794520547945205,6,12962.0,186029.0
944,2013,35,577539,2,90729,74,0.472972972972973,2,-18410.0,-18410.0
944,2015,13,196929,3,30716,27,0.4814814814814815,11,-353211.0,-354629.0
944,2014,36,572788,3,91125,79,0.4556962025316456,7,2304.0,-10658.0
944,2013,35,608795,3,95776,79,0.4430379746835443,3,31256.0,49666.0
944,2015,0,0,4,0,0,,12,-196929.0,156282.0
944,2014,38,708061,4,104177,76,0.5,8,135273.0,132969.0
944,2013,30,730589,4,107733,76,0.3947368421052632,4,121794.0,90538.0
945,2015,37,318773,1,38822,76,0.4868421052631579,9,-52758.0,-88903.0
945,2014,31,303448,1,38791,76,0.4078947368421053,5,-70010.0,-98971.0
945,2013,35,312416,1,39791,75,0.4666666666666667,1,0.0,0.0
945,2015,35,322997,2,38259,73,0.4794520547945205,10,4224.0,56982.0
945,2014,35,319464,2,39335,73,0.4794520547945205,6,16016.0,86026.0
945,2013,35,309378,2,39283,74,0.472972972972973,2,-3038.0,-3038.0
945,2015,13,118617,3,13506,27,0.4814814814814815,11,-204380.0,-208604.0
945,2014,36,335386,3,41027,79,0.4556962025316456,7,15922.0,-94.0
945,2013,35,344497,3,42029,79,0.4430379746835443,3,35119.0,38157.0
945,2015,0,0,4,0,0,,12,-118617.0,85763.0
945,2014,38,371531,4,42618,76,0.5,8,36145.0,20223.0
945,2013,30,373458,4,42754,76,0.3947368421052632,4,28961.0,-6158.0
946,2015,37,305799,1,39260,76,0.4868421052631579,9,-20859.0,-40645.0
946,2014,31,298356,1,39079,76,0.4078947368421053,5,-23697.0,-20456.0
946,2013,35,322641,1,40841,75,0.4666666666666667,1,0.0,0.0
946,2015,35,319368,2,38909,72,0.4861111111111111,10,13569.0,34428.0
946,2014,35,309453,2,39699,72,0.4861111111111111,6,11097.0,34794.0
946,2013,35,321433,2,40855,73,0.4794520547945205,2,-1208.0,-1208.0
946,2015,13,116543,3,14052,27,0.4814814814814815,11,-202825.0,-216394.0
946,2014,36,306872,3,39703,79,0.4556962025316456,7,-2581.0,-13678.0
946,2013,35,325294,3,41076,79,0.4430379746835443,3,3861.0,5069.0
946,2015,0,0,4,0,0,,12,-116543.0,86282.0
946,2014,38,326658,4,40859,75,0.5066666666666667,8,19786.0,22367.0
946,2013,30,322053,4,40591,75,0.4,4,-3241.0,-7102.0
947,2015,37,588858,1,78187,75,0.4933333333333334,9,-80748.0,-132740.0
947,2014,31,591174,1,79585,69,0.4492753623188406,5,-123221.0,-175097.0
947,2013,35,612976,1,82227,75,0.4666666666666667,1,0.0,0.0
947,2015,35,585631,2,79106,72,0.4861111111111111,10,-3227.0,77521.0
947,2014,35,590138,2,82346,72,0.4861111111111111,6,-1036.0,122185.0
947,2013,35,634738,2,86351,73,0.4794520547945205,2,21762.0,21762.0
947,2015,13,202890,3,28638,27,0.4814814814814815,11,-382741.0,-379514.0
947,2014,36,617614,3,86492,79,0.4556962025316456,7,27476.0,28512.0
947,2013,35,662519,3,91284,79,0.4430379746835443,3,27781.0,6019.0
947,2015,0,0,4,0,0,,12,-202890.0,179851.0
947,2014,38,669606,4,89706,75,0.5066666666666667,8,51992.0,24516.0
947,2013,30,714395,4,95247,75,0.4,4,51876.0,24095.0
948,2015,37,677289,1,157623,90,0.4111111111111111,9,-46119.0,-123350.0
948,2014,31,591089,1,147039,90,0.34444444444444444,5,-44561.0,-150389.0
948,2013,35,438850,1,124231,90,0.3888888888888889,1,0.0,0.0
948,2015,35,763550,2,178829,91,0.38461538461538464,10,86261.0,132380.0
948,2014,35,679346,2,168191,91,0.38461538461538464,6,88257.0,132818.0
948,2013,35,487302,2,125651,77,0.4545454545454545,2,48452.0,48452.0
948,2015,13,264831,3,67464,31,0.41935483870967744,11,-498719.0,-584980.0
948,2014,36,646177,3,162499,92,0.39130434782608703,7,-33169.0,-121426.0
948,2013,35,529822,3,141389,92,0.3804347826086957,3,42520.0,-5932.0
948,2015,0,0,4,0,0,,12,-264831.0,233888.0
948,2014,38,723408,4,163387,92,0.4130434782608696,8,77231.0,110400.0
948,2013,30,635650,4,152830,92,0.32608695652173914,4,105828.0,63308.0
949,2015,37,394681,1,36160,76,0.4868421052631579,9,-29084.0,-36586.0
949,2014,31,389212,1,36456,76,0.4078947368421053,5,-13900.0,-6493.0
949,2013,35,408865,1,38654,75,0.4666666666666667,1,0.0,0.0
949,2015,35,401896,2,36418,73,0.4794520547945205,10,7215.0,36299.0
949,2014,35,403265,2,36975,73,0.4794520547945205,6,14053.0,27953.0
949,2013,35,395833,2,37858,74,0.472972972972973,2,-13032.0,-13032.0
949,2015,13,146994,3,13149,27,0.4814814814814815,11,-254902.0,-262117.0
949,2014,36,416263,3,38648,79,0.4556962025316456,7,12998.0,-1055.0
949,2013,35,410519,3,39150,79,0.4430379746835443,3,14686.0,27718.0
949,2015,0,0,4,0,0,,12,-146994.0,107908.0
949,2014,38,423765,4,38277,76,0.5,8,7502.0,-5496.0
949,2013,30,403112,4,37834,76,0.3947368421052632,4,-7407.0,-22093.0
950,2015,37,412961,1,41192,75,0.4933333333333334,9,-34405.0,-63672.0
950,2014,31,413373,1,41854,75,0.4133333333333333,5,-47531.0,-58254.0
950,2013,35,423050,1,41972,75,0.4666666666666667,1,0.0,0.0
950,2015,35,423373,2,40990,72,0.4861111111111111,10,10412.0,44817.0
950,2014,35,413365,2,40577,72,0.4861111111111111,6,-8.0,47523.0
950,2013,35,424253,2,41720,73,0.4794520547945205,2,1203.0,1203.0
950,2015,13,163371,3,15309,27,0.4814814814814815,11,-260002.0,-270414.0
950,2014,36,418099,3,41174,78,0.4615384615384616,7,4734.0,4742.0
950,2013,35,450181,3,43131,78,0.4487179487179487,3,25928.0,24725.0
950,2015,0,0,4,0,0,,12,-163371.0,96631.0
950,2014,38,447366,4,43472,75,0.5066666666666667,8,29267.0,24533.0
950,2013,30,460904,4,44402,75,0.4,4,10723.0,-15205.0
951,2015,37,616507,1,56551,76,0.4868421052631579,9,-27392.0,-53243.0
951,2014,31,554493,1,53053,76,0.4078947368421053,5,-27963.0,-52837.0
951,2013,35,539433,1,50440,75,0.4666666666666667,1,0.0,0.0
951,2015,35,625617,2,56246,72,0.4861111111111111,10,9110.0,36502.0
951,2014,35,585792,2,53751,72,0.4861111111111111,6,31299.0,59262.0
951,2013,35,529739,2,50560,73,0.4794520547945205,2,-9694.0,-9694.0
951,2015,13,204701,3,18136,27,0.4814814814814815,11,-420916.0,-430026.0
951,2014,36,618048,3,56781,79,0.4556962025316456,7,32256.0,957.0
951,2013,35,557582,3,52355,79,0.4430379746835443,3,27843.0,37537.0
951,2015,0,0,4,0,0,,12,-204701.0,216215.0
951,2014,38,643899,4,58339,75,0.5066666666666667,8,25851.0,-6405.0
951,2013,30,582456,4,53759,75,0.4,4,24874.0,-2969.0
952,2015,37,471819,1,38001,75,0.4933333333333334,9,471819.0,471819.0
952,2014,31,461608,1,37859,75,0.4133333333333333,5,-71306.0,-57113.0
952,2013,35,477369,1,38764,75,0.4666666666666667,1,0.0,0.0
952,2015,35,450968,2,36961,72,0.4861111111111111,10,-20851.0,-492670.0
952,2014,35,489078,2,38817,72,0.4861111111111111,6,27470.0,98776.0
952,2013,35,488459,2,39730,73,0.4794520547945205,2,11090.0,11090.0
952,2015,13,166004,3,13654,27,0.4814814814814815,11,-284964.0,-264113.0
952,2014,0,0,3,0,0,,7,-489078.0,-516548.0
952,2013,35,547107,3,44078,78,0.4487179487179487,3,58648.0,47558.0
952,2015,0,0,4,0,0,,12,-166004.0,118960.0
952,2014,0,0,4,0,0,,8,0.0,489078.0
952,2013,30,532914,4,41933,75,0.4,4,-14193.0,-72841.0
953,2015,37,406951,1,40190,76,0.4868421052631579,9,-36839.0,-76693.0
953,2014,31,387188,1,40364,76,0.4078947368421053,5,-41434.0,-70730.0
953,2013,35,382936,1,40480,75,0.4666666666666667,1,0.0,0.0
953,2015,35,401680,2,39462,73,0.4794520547945205,10,-5271.0,31568.0
953,2014,35,396794,2,40193,73,0.4794520547945205,6,9606.0,51040.0
953,2013,35,364757,2,39651,74,0.472972972972973,2,-18179.0,-18179.0
953,2015,13,146962,3,14117,27,0.4814814814814815,11,-254718.0,-249447.0
953,2014,36,403936,3,41301,79,0.4556962025316456,7,7142.0,-2464.0
953,2013,35,399326,3,42930,79,0.4430379746835443,3,34569.0,52748.0
953,2015,0,0,4,0,0,,12,-146962.0,107756.0
953,2014,38,443790,4,42464,75,0.5066666666666667,8,39854.0,32712.0
953,2013,30,428622,4,43157,75,0.4,4,29296.0,-5273.0
954,2015,37,508428,1,63889,76,0.4868421052631579,9,-66604.0,-95371.0
954,2014,31,521570,1,69139,76,0.4078947368421053,5,1109.0,-3137.0
954,2013,35,510088,1,68074,75,0.4666666666666667,1,0.0,0.0
954,2015,35,516975,2,63966,72,0.4861111111111111,10,8547.0,75151.0
954,2014,35,547078,2,70009,72,0.4861111111111111,6,25508.0,24399.0
954,2013,35,491634,2,66665,73,0.4794520547945205,2,-18454.0,-18454.0
954,2015,13,172806,3,21530,27,0.4814814814814815,11,-344169.0,-352716.0
954,2014,36,546265,3,70829,79,0.4556962025316456,7,-813.0,-26321.0
954,2013,35,516215,3,69405,79,0.4430379746835443,3,24581.0,43035.0
954,2015,0,0,4,0,0,,12,-172806.0,171363.0
954,2014,38,575032,4,71746,75,0.5066666666666667,8,28767.0,29580.0
954,2013,30,520461,4,70053,75,0.4,4,4246.0,-20335.0
955,2015,37,378186,1,36191,76,0.4868421052631579,9,-34928.0,-50721.0
955,2014,31,356108,1,34727,76,0.4078947368421053,5,-15690.0,-74394.0
955,2013,35,289065,1,29146,75,0.4666666666666667,1,0.0,0.0
955,2015,35,389834,2,36367,72,0.4861111111111111,10,11648.0,46576.0
955,2014,35,366580,2,35698,72,0.4861111111111111,6,10472.0,26162.0
955,2013,35,266112,2,27723,73,0.4794520547945205,2,-22953.0,-22953.0
955,2015,13,135317,3,12340,27,0.4814814814814815,11,-254517.0,-266165.0
955,2014,36,397321,3,38502,79,0.4556962025316456,7,30741.0,20269.0
955,2013,35,313094,3,31693,79,0.4430379746835443,3,46982.0,69935.0
955,2015,0,0,4,0,0,,12,-135317.0,119200.0
955,2014,38,413114,4,38393,75,0.5066666666666667,8,15793.0,-14948.0
955,2013,30,371798,4,34991,75,0.4,4,58704.0,11722.0
956,2015,37,245639,1,32178,75,0.4933333333333334,9,-32857.0,-20267.0
956,2014,31,281589,1,38500,75,0.4133333333333333,5,-55242.0,-39127.0
956,2013,35,289082,1,37579,74,0.472972972972973,1,0.0,0.0
956,2015,35,245074,2,31955,72,0.4861111111111111,10,-565.0,32292.0
